County	 FIPS	Age-Adjusted Incidence Rate	Lower 95% Confidence Interval	Upper 95% Confidence Interval	Average Annual Count	Recent Trend	Recent 5-Year Trend in Incidence Rates	Lower 95% Confidence Interval	Upper 95% Confidence Interval
"Brunswick County, North Carolina(6,10)"	37019	22.2	18.9	26	40	stable	18.4	-12	59.3
"Dodge County, Wisconsin(6,10)"	55027	22.2	18.3	26.7	24	stable	0.8	-4.8	6.7
"Jo Daviess County, Illinois(6,10)"	17085	22.2	14.8	32.3	7	stable	-12.9	-47.4	44.1
"Wood County, Wisconsin(6,10)"	55141	22.2	17.9	27.1	21	stable	8.4	-0.2	17.8
"Somerset County, Pennsylvania(6,10)"	42111	22.1	18.1	26.9	23	stable	9.7	-20.6	51.7
"Rusk County, Wisconsin(6,10)"	55107	22.1	13.3	35.1	4	stable	10.6	-7.4	32
"Alcorn County, Mississippi(6,10)"	28003	22.1	16.4	29.4	10	stable	-3.5	-35.7	44.8
"Erath County, Texas(6,10)"	48143	22.1	15.8	30.1	8	stable	-10.1	-29.2	14.2
"Suffolk City, Virginia(6,10)"	51800	22.1	17.9	27.1	20	stable	11.8	-10.5	39.5
"Essex County, Massachusetts(6,10)"	25009	22.1	20.7	23.6	198	stable	-5.3	-14.6	5
"Canadian County, Oklahoma(6,10)"	40017	22.1	18.5	26.2	28	stable	-6.1	-40.2	47.4
"Hillsborough County, Florida(6,10)"	12057	22.1	20.9	23.3	293	stable	3.3	-5.4	12.8
"Christian County, Kentucky(7,8)"	21047	22.1	17.1	27.9	14	rising	4.5	0.6	8.6
"Tippah County, Mississippi(6,10)"	28139	22.1	14.5	32.2	6	stable	-5.2	-29.5	27.4
"Douglas County, Georgia(7,8)"	13097	22	18.3	26.4	26	stable	0	-2.7	2.7
"Spartanburg County, South Carolina(6,10)"	45083	22	19.7	24.5	71	stable	7.1	-17.8	39.6
"Monroe County, Mississippi(6,10)"	28095	22	15.9	29.8	9	stable	-8.1	-43	48.1
"Sweetwater County, Wyoming(6,10)"	56037	22	15.7	30	9	rising	10.9	2.3	20.1
"Clinton County, New York(6,10)"	36019	22	17.9	26.9	20	stable	8.9	-14.4	38.7
"Johnson County, Texas(6,10)"	48251	22	18.8	25.6	35	stable	0	-19.5	24.2
"Park County, Colorado(6,10)"	8093	22	13	35.6	5	stable	-18.9	-43.9	17.4
"Marion County, Tennessee(6,10)"	47115	22	15.3	30.8	8	stable	8.5	-36.3	84.8
"Pennington County, South Dakota(6,10)"	46103	22	18.2	26.3	25	stable	-7.7	-35.9	32.9
"Marquette County, Wisconsin(6,10)"	55077	22	12.5	35.9	4	stable	4.3	-30.3	55.9
"Wright County, Iowa(7,8)"	19197	22	12.6	36	4	stable	2.8	-0.3	5.9
"Clarke County, Alabama(6,10)"	1025	22	15.1	31.1	7	stable	5.1	-35.8	72.2
"Hill County, Texas(6,10)"	48217	21.9	16.2	29.2	10	stable	5.6	-26.5	51.9
"Covington County, Alabama(6,10)"	1039	21.9	16.3	29.1	11	stable	12.4	-14	46.8
"New Hanover County, North Carolina(6,10)"	37129	21.9	19.3	24.8	52	rising	19.6	5.5	35.6
"Seminole County, Florida(6,10)"	12117	21.9	20	23.9	105	stable	-0.3	-10.3	10.7
"Penobscot County, Maine(6,10)"	23019	21.9	18.8	25.4	39	stable	-7.3	-19.4	6.6
"Madison County, Illinois(6,10)"	17119	21.9	19.6	24.4	68	stable	4.2	-18.3	32.7
"Warren County, Tennessee(6,10)"	47177	21.9	16.1	29.1	10	stable	5.8	-24.2	47.7
"Chattooga County, Georgia(7,8)"	13055	21.9	14.7	31.4	6	rising	6.4	0.2	13
"Park County, Wyoming(6,10)"	56029	21.9	15.7	30	9	stable	6.2	-34.9	73.2
"Hart County, Kentucky(7)"	21099	21.9	13.7	33.3	5	*	*	*	*
"Macon County, Missouri(6,10)"	29121	21.9	12.7	35.2	4	stable	-21.8	-45.3	11.7
"Kendall County, Texas(6,10)"	48259	21.8	15.8	29.5	10	stable	3.6	-13	23.3
"Rock County, Wisconsin(6,10)"	55105	21.8	18.8	25.2	39	stable	7.2	-1.8	17.1
"Jefferson County, Kentucky(7,8)"	21111	21.8	20.4	23.3	183	stable	0.4	-0.5	1.3
"Santa Clara County, California(7,8)"	6085	21.8	20.9	22.8	405	rising	4.1	3.2	5.1
"Lincoln County, Montana(6,10)"	30053	21.8	13.8	33.1	6	stable	24.1	-35.9	140.3
"Fairfield County, Connecticut(7,8)"	9001	21.8	20.5	23.1	231	stable	-2.1	-4.5	0.3
"Levy County, Florida(6,10)"	12075	21.8	16.6	28.3	13	stable	15.6	-39	119.3
"Botetourt County, Virginia(6,10)"	51023	21.8	15.6	29.8	9	stable	-4.4	-40.9	54.4
"Ouachita Parish, Louisiana(7,8)"	22073	21.8	18.6	25.4	34	stable	1.4	-1.7	4.6
"Prentiss County, Mississippi(6,10)"	28117	21.8	14.7	31.2	6	stable	13.9	-9.9	44.2
"Nodaway County, Missouri(6,10)"	29147	21.8	13.3	33.5	4	stable	14	-9.4	43.5
"Custer County, Montana(6,10)"	30017	21.8	12.1	36.5	3	*	*	*	*
"St. Louis County, Missouri(6,10)"	29189	21.8	20.6	23	263	stable	2.3	-3.3	8.1
"Montgomery County, Missouri(6,10)"	29139	21.8	12.7	35.4	4	stable	3.6	-55.1	138.8
"Strafford County, New Hampshire(6,10)"	33017	21.8	18.2	25.8	28	stable	-0.1	-32.4	47.7
"Menominee County, Michigan(6,10)"	26109	21.8	14.6	31.4	7	stable	18.5	-15.9	66.8
"Blair County, Pennsylvania(6,10)"	42013	21.8	18.6	25.3	36	stable	9.3	-10.4	33.3
"Effingham County, Illinois(6,10)"	17049	21.7	15.6	29.5	9	stable	-6.7	-35.6	35.3
"Lake County, Ohio(6,10)"	39085	21.7	19.2	24.4	59	stable	2.3	-1.2	5.8
"McDonough County, Illinois(6,10)"	17109	21.7	14.9	30.6	7	stable	-16.1	-38.7	14.8
"Cass County, Missouri(6,10)"	29037	21.7	17.9	26	24	stable	-5.3	-15.1	5.6
"Rutland County, Vermont(6,10)"	50021	21.7	17.3	26.9	18	stable	1.8	-15.8	23.1
"Logan County, Colorado(6,10)"	8075	21.7	14.5	31.4	6	stable	-28.8	-54.2	10.8
"Lincoln County, South Dakota(6,10)"	46083	21.7	15.9	28.9	10	stable	17.4	-27.5	90
"Menard County, Illinois(6,10)"	17129	21.7	12.2	35.9	3	*	*	*	*
"Mobile County, Alabama(6,10)"	1097	21.6	19.7	23.7	97	stable	2.7	-1.1	6.7
"Carroll County, Mississippi(6,10)"	28015	21.6	11.9	37	3	*	*	*	*
"Chilton County, Alabama(6,10)"	1021	21.6	16.1	28.5	11	stable	-14	-40.4	24.3
"Gem County, Idaho(6,10)"	16045	21.6	13.5	33.1	5	stable	0.3	-38.6	63.9
"Gooding County, Idaho(6,10)"	16047	21.6	12.9	34.2	4	stable	-20.8	-54.7	38.4
"Dakota County, Nebraska(6,10)"	31043	21.6	13.4	32.9	4	stable	16.9	-36	113.3
"Schuylkill County, Pennsylvania(6,10)"	42107	21.6	18.6	24.8	42	stable	3.6	-17.8	30.5
"Leelanau County, Michigan(6,10)"	26089	21.6	14.5	31.5	8	stable	-9.9	-37.6	30.2
"Marion County, Florida(6,10)"	12083	21.6	19.8	23.5	126	stable	6.9	-5.3	20.7
"Fulton County, Illinois(6,10)"	17057	21.6	15.7	29	10	stable	-11.3	-35.4	21.8
"Saline County, Illinois(6,10)"	17165	21.5	14.4	31	6	stable	-19.3	-42.2	12.7
"Putnam County, New York(6,10)"	36079	21.5	17.8	25.8	26	stable	6.8	-22.1	46.3
"Franklin County, Virginia(6,10)"	51067	21.5	16.9	27.1	17	stable	1.9	-24.3	37.2
"Fluvanna County, Virginia(6,10)"	51065	21.5	14.6	30.6	7	stable	-19.2	-48.2	25.9
"Beaufort County, North Carolina(6,10)"	37013	21.5	16.4	27.7	14	stable	-18	-37.6	7.6
"Pierce County, Wisconsin(6,10)"	55093	21.5	15.4	29.2	9	stable	7.7	-31.2	68.4
"Franklin County, Arkansas(6,10)"	5047	21.5	13.3	33	5	rising	35.4	2.6	78.7
"Harrison County, Iowa(7,8)"	19085	21.5	12.3	34.9	4	rising	4.5	1.8	7.4
"Pierce County, Washington(7,8)"	53053	21.5	20	23	175	rising	2.1	1.5	2.7
"Webster County, Iowa(7,8)"	19187	21.4	15.6	28.8	10	rising	2.9	0.7	5.1
"Macon County, Tennessee(6,10)"	47111	21.4	14.1	31.4	6	stable	-3.3	-21.3	18.7
"Sacramento County, California(7,8)"	6067	21.4	20.4	22.5	317	rising	1.4	0.4	2.4
"McMinn County, Tennessee(6,10)"	47107	21.4	16.5	27.5	14	stable	1.1	-22.7	32.2
"Oakland County, Michigan(7,8)"	26125	21.4	20.3	22.5	298	stable	-0.1	-1	0.8
"Johnson County, Kentucky(7,8)"	21115	21.4	14.2	31.1	6	stable	2.7	-2.5	8.2
"Latah County, Idaho(6,10)"	16057	21.4	14.9	29.7	7	stable	1.4	-18.3	25.9
"Portage County, Wisconsin(6,10)"	55097	21.4	16.7	27	15	stable	-3.1	-28.6	31.5
"Jay County, Indiana(6,10)"	18075	21.3	13.7	31.7	5	stable	-23.6	-43.2	2.7
"Bond County, Illinois(6,10)"	17005	21.3	13.2	32.8	4	rising	28.3	0.3	64.2
"Jones County, Mississippi(6,10)"	28067	21.3	16.8	26.8	16	stable	-12	-30	10.5
"Elbert County, Georgia(7,8)"	13105	21.3	13.8	31.6	5	stable	5.3	-0.6	11.5
"Hopkins County, Kentucky(7,8)"	21107	21.3	16	27.9	11	stable	3.4	-2.3	9.3
"Shelby County, Ohio(6,10)"	39149	21.3	16	27.8	11	stable	4.8	-26.2	49
"Sawyer County, Wisconsin(6,10)"	55113	21.3	12.7	33.6	5	stable	-13.2	-37.7	21.1
"Taylor County, West Virginia(6,10)"	54091	21.3	12.9	33.1	4	*	*	*	*
"Putnam County, Tennessee(6,10)"	47141	21.3	16.9	26.4	17	stable	-1.6	-30.2	38.7
"Rio Grande County, Colorado(6,10)"	8105	21.3	11.8	35.7	3	*	*	*	*
"Forrest County, Mississippi(6,10)"	28035	21.2	16.8	26.5	16	stable	-0.2	-19.1	23
"Carbon County, Wyoming(6,10)"	56007	21.2	12.5	33.8	4	stable	-19.2	-43.5	15.7
"Copiah County, Mississippi(6,10)"	28029	21.2	14.5	30.1	7	stable	0.5	-30.9	46.2
"Tallapoosa County, Alabama(6,10)"	1123	21.2	15.9	28	11	stable	-11.6	-27.9	8.4
"Orange County, Indiana(6,10)"	18117	21.2	13.4	32.2	5	stable	30.7	-29.3	141.6
"Hood County, Texas(6,10)"	48221	21.2	16.5	26.9	16	stable	-2.8	-14.4	10.2
"Huntington County, Indiana(6,10)"	18069	21.2	15.4	28.6	9	stable	-12.3	-37	22.1
"Hartford County, Connecticut(7,8)"	9003	21.2	19.9	22.5	224	falling	-3.7	-6.7	-0.7
"Etowah County, Alabama(6,10)"	1055	21.2	17.6	25.2	27	stable	-2.9	-24.2	24.6
"Albany County, New York(6,10)"	36001	21.2	19	23.5	73	stable	2.5	-13.2	20.9
"Jackson County, Illinois(6,10)"	17077	21.2	16	27.5	12	stable	-9.9	-33.9	22.6
"Giles County, Virginia(6,10)"	51071	21.2	13.6	32	5	stable	-9.2	-36.1	29.1
"Bryan County, Oklahoma(6,10)"	40013	21.2	15.8	27.9	11	stable	10	-18.1	47.8
"Codington County, South Dakota(6,10)"	46029	21.1	14.3	30.1	6	stable	9.2	-23.4	55.5
"Clark County, Ohio(6,10)"	39023	21.1	17.9	24.8	34	stable	1.7	-9	13.7
"Cross County, Arkansas(6,10)"	5037	21.1	13.2	32.3	5	stable	1.8	-28.4	44.8
"Lexington County, South Carolina(6,10)"	45063	21.1	18.8	23.6	63	stable	-4.2	-14.4	7.4
"Crawford County, Missouri(6,10)"	29055	21.1	14.1	30.4	6	stable	0.5	-32.1	48.7
"Mayes County, Oklahoma(6,10)"	40097	21.1	15.4	28.3	10	stable	10.4	-23.2	58.6
"Carter County, Oklahoma(6,10)"	40019	21.1	16	27.3	12	rising	42.5	32.9	52.9
"Llano County, Texas(6,10)"	48299	21.1	13.1	32.7	7	stable	8.4	-41	99.2
"Marion County, Mississippi(6,10)"	28091	21.1	14.2	30.1	6	stable	-23.5	-43.4	3.6
"Pacific County, Washington(6,10)"	53049	21.1	13.6	31.5	7	stable	39.7	-6.7	109.3
"Bledsoe County, Tennessee(6,10)"	47007	21	12	34.7	3	*	*	*	*
"Mecklenburg County, North Carolina(6,10)"	37119	21	19.7	22.5	182	stable	-2.8	-7.3	1.8
"Montgomery County, Ohio(6,10)"	39113	21	19.4	22.7	134	stable	8.4	-11.3	32.3
"Polk County, Georgia(7,8)"	13233	21	15.4	28.1	9	stable	1.6	-3.7	7.2
"Jefferson County, Missouri(6,10)"	29099	21	18.4	23.9	49	stable	-1.6	-8.6	6
"Duval County, Florida(6,10)"	12031	21	19.7	22.4	189	stable	4.5	-2.5	12
"Clinton County, Ohio(6,10)"	39027	21	15.5	27.9	10	stable	-0.7	-10.9	10.6
"Ascension Parish, Louisiana(7,8)"	22005	21	17	25.7	21	rising	4.9	0.9	9
"Wright County, Missouri(6,10)"	29229	21	13.4	31.6	5	stable	-5.4	-51.7	85.2
"Oswego County, New York(6,10)"	36075	21	17.5	25	27	stable	1.8	-14	20.4
"Alleghany County and Clifton Forge City, Virginia(6,10)"	51005	21	13.2	32.3	5	stable	-15.4	-53.5	54.1
"Berkshire County, Massachusetts(6,10)"	25003	21	17.9	24.4	38	stable	-6	-31.2	28.6
"Glenn County, California(7,8)"	6021	21	14.5	29.4	7	stable	4.7	-1.9	11.8
"Logan County, West Virginia(6,10)"	54045	21	15.4	28.1	10	rising	14.8	3	27.9
"Macoupin County, Illinois(6,10)"	17117	20.9	15.8	27.3	12	stable	2.7	-19.9	31.8
"Chesapeake City, Virginia(6,10)"	51550	20.9	18.3	23.8	49	stable	5.3	-4.8	16.5
"Osage County, Missouri(6,10)"	29151	20.9	12.1	34	3	*	*	*	*
"Caroline County, Maryland(6,10)"	24011	20.9	14.8	28.8	8	stable	7.2	-38.4	86.4
"Northumberland County, Pennsylvania(6,10)"	42097	20.9	17.3	25.1	26	stable	7.5	-13.7	33.9
"Lapeer County, Michigan(6,10)"	26087	20.9	17	25.5	21	stable	-0.8	-6.2	5
"Lane County, Oregon(6,10)"	41039	20.9	18.9	23	90	stable	-4.8	-23.3	18.2
"DeKalb County, Illinois(6,10)"	17037	20.9	16.9	25.6	19	stable	0.4	-23.9	32.5
"Adams County, Indiana(6,10)"	18001	20.9	14.5	29.1	7	stable	-4.4	-29	28.7
"Custer County, Oklahoma(6,10)"	40039	20.9	14	30	6	stable	6.5	-11.1	27.6
"Carroll County, Arkansas(6,10)"	5015	20.9	14.5	29.3	8	stable	13.1	-15	50.4
"San Benito County, California(7,8)"	6069	20.9	15.7	27.2	11	stable	1.9	-1.3	5.2
"Washington County, Maryland(6,10)"	24043	20.9	17.9	24.3	35	stable	0.9	-12.8	16.7
"Linn County, Oregon(6,10)"	41043	20.9	17.6	24.6	30	stable	-5.3	-21.7	14.4
"Pike County, Kentucky(7,8)"	21195	20.9	16.4	26.2	16	stable	1.5	-0.9	3.9
"La Salle Parish, Louisiana(7)"	22059	20.9	12	33.7	3	*	*	*	*
"Lincoln County, Wisconsin(6,10)"	55069	20.9	14.5	29.2	8	stable	-7.6	-40.3	42.9
"St. Charles Parish, Louisiana(7,8)"	22089	20.9	15.5	27.4	11	rising	5.8	1.1	10.6
"Saline County, Arkansas(6,10)"	5125	20.8	17.4	24.8	27	rising	17.9	6.8	30.1
"Clinton County, Missouri(6,10)"	29049	20.8	13.4	31.1	5	stable	20.6	-49.7	189.5
"Platte County, Nebraska(6,10)"	31141	20.8	14.4	29.1	7	stable	-9.4	-42.9	43.9
"Eastland County, Texas(6,10)"	48133	20.8	13.3	31.4	5	stable	-3.2	-35.1	44.5
"Hamilton County, Ohio(6,10)"	39061	20.8	19.5	22.2	185	rising	9.4	3	16.2
"Creek County, Oklahoma(6,10)"	40037	20.8	16.5	26	17	stable	2.1	-7.1	12.3
"Garvin County, Oklahoma(6,10)"	40049	20.8	14.4	29.2	7	rising	32.5	8.5	61.8
"Hutchinson County, Texas(6,10)"	48233	20.8	13.4	30.9	5	stable	1.6	-39.5	70.6
"Westmoreland County, Pennsylvania(6,10)"	42129	20.8	18.8	22.9	96	stable	31	-3.4	77.7
"Cassia County, Idaho(6,10)"	16031	20.8	13.1	31.3	5	rising	11.7	0.1	24.6
"Marshall County, Alabama(6,10)"	1095	20.8	17.1	25.1	23	stable	-12.8	-51.8	57.7
"Hickory County, Missouri(6,10)"	29085	20.8	11.9	36.1	4	stable	-18.2	-33.4	0.4
"Tippecanoe County, Indiana(6,10)"	18157	20.8	17.5	24.4	31	stable	2	-21.4	32.3
"Grenada County, Mississippi(6,10)"	28043	20.7	13.1	31.2	5	stable	-11.5	-52.5	64.9
"Clark County, Illinois(6,10)"	17023	20.7	12.6	32.4	4	stable	5.6	-29	56.9
"Franklin County, Tennessee(6,10)"	47051	20.7	15.3	27.5	11	stable	19	-16.6	69.7
"Washington County, Pennsylvania(6,10)"	42125	20.7	18.2	23.5	55	stable	20.4	-3	49.5
"Herkimer County, New York(6,10)"	36043	20.7	16.2	26.2	16	stable	4.3	-20.8	37.5
"Dixie County, Florida(6,10)"	12029	20.7	12.6	32.6	4	stable	-12	-51.9	60.8
"Wasco County, Oregon(6,10)"	41065	20.7	14	29.7	7	stable	-19.5	-37.8	4.2
"Allen County, Kentucky(7,8)"	21003	20.7	13.2	31	5	stable	4.6	-2.1	11.9
"Grays Harbor County, Washington(7,8)"	53027	20.7	16.5	25.7	18	stable	0	-1.9	1.9
"Sandoval County, New Mexico(7,8)"	35043	20.7	17.5	24.3	31	stable	2.1	-0.1	4.2
"Green County, Wisconsin(6,10)"	55045	20.7	14.7	28.2	9	stable	5.9	-37	78.1
"Tift County, Georgia(7,8)"	13277	20.6	14.8	28	8	stable	3	-2.4	8.7
"Hall County, Nebraska(6,10)"	31079	20.6	15.9	26.3	14	stable	16.3	-21.4	72
"Dearborn County, Indiana(6,10)"	18029	20.6	15.6	26.9	12	rising	33.4	2.8	73.2
"Bates County, Missouri(6,10)"	29013	20.6	12.8	31.8	5	stable	-17.3	-41.8	17.5
"Cambria County, Pennsylvania(6,10)"	42021	20.6	17.6	24	38	stable	13.8	-8.1	40.8
"Boone County, Missouri(6,10)"	29019	20.6	17.4	24.2	31	stable	26.2	-6.2	69.8
"Floyd County, Georgia(7,8)"	13115	20.6	16.9	24.8	23	stable	2	-1.1	5.2
"Logan County, Oklahoma(6,10)"	40083	20.6	15.1	27.5	10	rising	30.7	5.2	62.4
"Missaukee County, Michigan(6,10)"	26113	20.6	12	33.2	4	stable	22.5	-8.2	63.3
"Johnston County, North Carolina(6,10)"	37101	20.6	17.6	23.9	36	stable	-0.9	-19.2	21.5
"Kosciusko County, Indiana(6,10)"	18085	20.6	16.4	25.5	18	stable	-9.4	-20.2	2.8
"Jackson County, Alabama(6,10)"	1071	20.5	15.7	26.5	13	stable	10.8	-1.6	24.8
"Yavapai County, Arizona(6,10)"	4025	20.5	18.2	23.1	73	stable	16.4	-5.9	44.1
"Stephenson County, Illinois(6,10)"	17177	20.5	15.3	27.1	12	stable	-1.7	-35.1	49
"Buchanan County, Iowa(7)"	19019	20.5	13	30.9	5	*	*	*	*
"Giles County, Tennessee(6,10)"	47055	20.5	14.4	28.6	8	stable	-7.5	-36.3	34.4
"Starke County, Indiana(6,10)"	18149	20.5	13.3	30.3	5	stable	25.5	-5.4	66.3
"Christian County, Illinois(6,10)"	17021	20.5	14.6	28.1	8	stable	-3.9	-39.8	53.4
"Lawrence County, Missouri(6,10)"	29109	20.5	14.8	27.7	9	stable	-0.9	-20.9	24.2
"Solano County, California(7,8)"	6095	20.5	18.6	22.5	93	rising	4.3	1.3	7.4
"Tuscola County, Michigan(6,10)"	26157	20.5	15.9	26.1	14	stable	-4.2	-33.2	37.5
"Grundy County, Illinois(6,10)"	17063	20.5	15.1	27	10	stable	-11.1	-48.9	54.4
"Polk County, Iowa(7,8)"	19153	20.5	18.6	22.5	90	rising	2.1	1.3	2.9
"Madison County, North Carolina(6,10)"	37115	20.4	13.2	30.5	5	stable	-2.9	-26.3	27.8
"Pamlico County, North Carolina(6,10)"	37137	20.4	12.7	32.3	5	stable	-8.1	-34.7	29.4
"Franklin County, Maine(6,10)"	23007	20.4	14.1	28.7	7	stable	14.4	-33.6	97.1
"Westchester County, New York(6,10)"	36119	20.4	19.2	21.6	234	stable	4	-12.3	23.4
"Henderson County, Tennessee(6,10)"	47077	20.3	13.6	29.3	6	stable	-5.2	-34.2	36.4
"Davison County, South Dakota(6,10)"	46035	20.3	12.8	30.8	5	stable	-0.4	-28.2	38
"Cannon County, Tennessee(6,10)"	47015	20.3	12.4	32.2	4	stable	6.7	-26.7	55.2
"McIntosh County, Oklahoma(6,10)"	40091	20.3	13.1	30.4	6	stable	12.8	-2.8	31
"Wapello County, Iowa(7,8)"	19179	20.3	14.6	27.6	9	stable	1.6	-0.9	4.2
"Carter County, Kentucky(7,8)"	21043	20.3	13.9	28.8	7	stable	-0.4	-5.6	5.1
"Berkeley County, South Carolina(6,10)"	45015	20.3	17.4	23.5	38	stable	0.9	-26.4	38.3
"Lamar County, Georgia(7)"	13171	20.3	12	32.1	4	*	*	*	*
"Washington County, Illinois(6,10)"	17189	20.3	11.9	32.7	4	stable	-29.4	-56.1	13.4
"Saline County, Nebraska(6,10)"	31151	20.3	11.5	33.3	3	*	*	*	*
"Lincoln County, West Virginia(6,10)"	54043	20.3	13	30.3	5	stable	5.7	-28.5	56.4
"Stark County, Ohio(6,10)"	39151	20.3	18.4	22.3	94	stable	-1.8	-9	6
"Carbon County, Pennsylvania(6,10)"	42025	20.2	16	25.3	17	stable	10.5	-9.7	35.2
"Barren County, Kentucky(7,8)"	21009	20.2	14.8	27	10	stable	0.6	-5.4	6.9
"Ward County, North Dakota(6,10)"	38101	20.2	15.4	26	13	stable	4.7	-20.8	38.5
"Atoka County, Oklahoma(6,10)"	40005	20.2	11.6	33.1	3	*	*	*	*
"Knox County, Ohio(6,10)"	39083	20.2	15.5	25.9	14	rising	17.4	6.8	29.1
"Roanoke City, Virginia(6,10)"	51770	20.2	16.6	24.4	23	stable	8.1	-17	40.9
"Otero County, Colorado(6,10)"	8089	20.2	12.2	31.6	4	stable	1.3	-54.9	127.9
"Coles County, Illinois(6,10)"	17029	20.2	15.2	26.4	12	stable	-4	-30.4	32.4
"Grant Parish, Louisiana(7,8)"	22043	20.2	12.5	30.8	4	stable	3	-2.4	8.6
"Gladwin County, Michigan(6,10)"	26051	20.2	13.9	28.8	8	stable	-1.6	-21.6	23.5
"Barbour County, West Virginia(6,10)"	54001	20.2	12.3	31.6	4	stable	-28.5	-54.7	12.9
"Siskiyou County, California(7,8)"	6093	20.2	14.9	26.9	12	stable	-1.6	-5.4	2.3
"Summit County, Ohio(6,10)"	39153	20.2	18.6	21.9	127	stable	1.9	-9.9	15.3
"Stephens County, Oklahoma(6,10)"	40137	20.2	15.2	26.4	12	stable	14.7	-22.9	70.7
"Greene County, New York(6,10)"	36039	20.2	15.4	26.1	13	stable	-2.7	-19.1	16.9
"Clayton County, Iowa(7)"	19043	20.2	12.7	30.8	5	*	*	*	*
"Franklin County, Alabama(6,10)"	1059	20.2	14	28.1	7	stable	-4.1	-35.9	43.5
"Lee County, North Carolina(6,10)"	37105	20.1	15.5	25.8	13	stable	9.6	-25.8	61.9
"Dallas County, Iowa(7,8)"	19049	20.1	15.6	25.6	14	stable	1	-1.3	3.2
"Laurens County, South Carolina(6,10)"	45059	20.1	15.7	25.4	15	stable	1.9	-13.9	20.5
"Wells County, Indiana(6,10)"	18179	20.1	13.4	29	6	stable	-20.2	-38.1	2.9
"Montgomery County, Texas(6,10)"	48339	20.1	18.3	22	98	stable	-2.4	-21.2	20.9
"Morton County, North Dakota(6,10)"	38059	20.1	13.5	28.8	6	stable	12.8	-6	35.4
"Yell County, Arkansas(6,10)"	5149	20.1	13.2	29.6	5	stable	-4.5	-21.6	16.4
"Wilson County, Tennessee(6,10)"	47189	20.1	16.7	24	26	stable	11.2	-10.8	38.7
"Delta County, Colorado(6,10)"	8029	20.1	14	28	8	stable	-3.6	-37	47.4
"Rogers County, Oklahoma(6,10)"	40131	20.1	16.2	24.6	20	stable	5.1	-9.7	22.2
"Lawrence County, Kentucky(7)"	21127	20.1	11.7	32.2	4	*	*	*	*
"Rutherford County, North Carolina(6,10)"	37161	20.1	15.8	25.1	17	stable	8.5	-27.4	62.1
"Harnett County, North Carolina(6,10)"	37085	20.1	16.4	24.2	22	stable	-5.8	-32.7	31.9
"Warren County, Iowa(7,8)"	19181	20.1	14.8	26.6	10	stable	0.6	-1	2.2
"Wayne County, Kentucky(7,8)"	21231	20.1	12.5	30.5	5	stable	-0.5	-5.3	4.6
"Delaware County, Indiana(6,10)"	18035	20	16.6	24	25	stable	-12	-29.1	9.2
"Polk County, Texas(6,10)"	48373	20	15.5	25.7	14	rising	17.8	2.1	36
"Allegheny County, Pennsylvania(6,10)"	42003	20	19	21.1	303	rising	16.9	3.9	31.5
"Lenoir County, North Carolina(6,10)"	37107	20	15.7	25.3	15	stable	12.5	-13.4	46.3
"Stanislaus County, California(7,8)"	6099	20	18.3	21.9	101	stable	2	-0.2	4.2
"Maricopa County, Arizona(6,10)"	4013	20	19.4	20.6	817	stable	3.8	-1.6	9.4
"Madison County, Ohio(6,10)"	39097	20	14.7	26.7	10	stable	3.9	-28.2	50.2
"Washington County, Alabama(6,10)"	1129	20	11.9	31.6	4	rising	36.5	5.6	76.4
"Dutchess County, New York(6,10)"	36027	20	17.9	22.3	70	stable	12.4	-10.2	40.7
"Letcher County, Kentucky(7,8)"	21133	20	13.1	29.3	6	stable	-0.2	-3.7	3.4
"Minidoka County, Idaho(6,10)"	16067	20	12.5	30.3	5	stable	24.4	-7.1	66.4
"Winn Parish, Louisiana(7)"	22127	20	11.3	32.7	3	*	*	*	*
"Pope County, Arkansas(6,10)"	5115	20	15.4	25.5	13	stable	3.4	-31.2	55.4
"Jeff Davis County, Georgia(7,8)"	13161	20	11.5	32.5	3	stable	0.2	-4.7	5.4
"Culpeper County, Virginia(6,10)"	51047	20	14.7	26.5	10	stable	8.9	-12.1	34.9
"Lowndes County, Georgia(7,8)"	13185	19.9	16.1	24.4	20	stable	1.4	-1.8	4.6
"Jasper County, Mississippi(6,10)"	28061	19.9	12	31.4	4	stable	12.2	-15.5	48.9
"Iroquois County, Illinois(6,10)"	17075	19.9	14	27.7	8	stable	32.2	-31.1	153.7
"Casey County, Kentucky(7,8)"	21045	19.9	12.3	30.9	4	stable	-0.5	-6	5.4
"Muscogee County, Georgia(7,8)"	13215	19.9	17.2	23	39	rising	4.5	1.2	7.9
"Indiana County, Pennsylvania(6,10)"	42063	19.9	15.9	24.5	20	rising	30.6	1.4	68.2
"Knox County, Indiana(6,10)"	18083	19.9	14.3	27	9	stable	10.6	-16.1	45.7
"Boone County, Illinois(6,10)"	17007	19.9	14.9	25.9	11	stable	10.4	-11.1	37.3
"Bay County, Florida(6,10)"	12005	19.8	17.2	22.8	41	stable	-3.4	-22.4	20.2
"Lee County, Mississippi(6,10)"	28081	19.8	15.9	24.4	18	stable	-5.9	-39.1	45.5
"Comanche County, Texas(6,10)"	48093	19.8	11.8	32	4	stable	3.8	-34	63.3
"Madison County, Missouri(6,10)"	29123	19.8	11.2	33.1	3	*	*	*	*
"Camden County, New Jersey(7,8)"	34007	19.8	18.2	21.5	114	stable	-1.5	-3.5	0.5
